A,EstadoA,B,EstadoB
CACHOEIRA GRANDE,MA,PRESIDENTE JUSCELINO,MA
CACHOEIRA GRANDE,MA,PRESIDENTE VARGAS,MA
CAJAPIÓ,MA,SANTA RITA,MA
CAJAPIÓ,MA,SÃO BENTO,MA
CAJAPIÓ,MA,SÃO JOÃO BATISTA,MA
CAJAPIÓ,MA,SÃO LUÍS,MA
CAJAPIÓ,MA,SÃO VICENTE FERRER,MA
CAJARI,MA,IGARAPÉ DO MEIO,MA
CAJARI,MA,MONÇÃO,MA
CAJARI,MA,PENALVA,MA
CAJARI,MA,VIANA,MA
CAJARI,MA,VITÓRIA DO MEARIM,MA
CAMPESTRE DO MARANHÃO,MA,LAJEADO NOVO,MA
CAMPESTRE DO MARANHÃO,MA,PORTO FRANCO,MA
CAMPESTRE DO MARANHÃO,MA,RIBAMAR FIQUENE,MA
CAMPESTRE DO MARANHÃO,MA,TOCANTINÓPOLIS,TO
CÂNDIDO MENDES,MA,GODOFREDO VIANA,MA
CÂNDIDO MENDES,MA,GOVERNADOR NUNES FREIRE,MA
CÂNDIDO MENDES,MA,MARACAÇUMÉ,MA
CÂNDIDO MENDES,MA,TURIAÇU,MA
CÂNDIDO MENDES,MA,TURILÂNDIA,MA
CANTANHEDE,MA,ITAPECURU MIRIM,MA
CANTANHEDE,MA,MATÕES DO NORTE,MA
CANTANHEDE,MA,MIRANDA DO NORTE,MA
CANTANHEDE,MA,PIRAPEMAS,MA
CANTANHEDE,MA,VARGEM GRANDE,MA
CAPINZAL DO NORTE,MA,CODÓ,MA
CAPINZAL DO NORTE,MA,LIMA CAMPOS,MA
CAPINZAL DO NORTE,MA,PERITORÓ,MA
CAPINZAL DO NORTE,MA,SANTO ANTÔNIO DOS LOPES,MA
CAROLINA,MA,ESTREITO,MA
CAROLINA,MA,FEIRA NOVA DO MARANHÃO,MA
CAROLINA,MA,RIACHÃO,MA
CAROLINA,MA,SÃO PEDRO DOS CRENTES,MA
CAROLINA,MA,BABAÇULÂNDIA,TO
CAROLINA,MA,BARRA DO OURO,TO
CAROLINA,MA,CAMPOS LINDOS,TO
CAROLINA,MA,DARCINÓPOLIS,TO
CAROLINA,MA,FILADÉLFIA,TO
CAROLINA,MA,GOIATINS,TO
CARUTAPERA,MA,JUNCO DO MARANHÃO,MA
CARUTAPERA,MA,LUÍS DOMINGUES,MA
CARUTAPERA,MA,VISEU,PA
CAXIAS,MA,CODÓ,MA
CAXIAS,MA,COELHO NETO,MA
CAXIAS,MA,MATÕES,MA
CAXIAS,MA,PARNARAMA,MA
CAXIAS,MA,SÃO JOÃO DO SOTER,MA
CAXIAS,MA,SENADOR ALEXANDRE COSTA,MA
CAXIAS,MA,TIMON,MA
CAXIAS,MA,UNIÃO,PI
CEDRAL,MA,GUIMARÃES,MA
CEDRAL,MA,MIRINZAL,MA
CEDRAL,MA,PORTO RICO DO MARANHÃO,MA
CENTRAL DO MARANHÃO,MA,GUIMARÃES,MA
CENTRAL DO MARANHÃO,MA,MIRINZAL,MA
CENTRAL DO MARANHÃO,MA,PINHEIRO,MA
CENTRO DO GUILHERME,MA,CENTRO NOVO DO MARANHÃO,MA
CENTRO DO GUILHERME,MA,GOVERNADOR NUNES FREIRE,MA
CENTRO DO GUILHERME,MA,MARACAÇUMÉ,MA
CENTRO DO GUILHERME,MA,MARANHÃOZINHO,MA
CENTRO NOVO DO MARANHÃO,MA,ITINGA DO MARANHÃO,MA
CENTRO NOVO DO MARANHÃO,MA,JUNCO DO MARANHÃO,MA
CENTRO NOVO DO MARANHÃO,MA,MARACAÇUMÉ,MA
CENTRO NOVO DO MARANHÃO,MA,MARANHÃOZINHO,MA
CENTRO NOVO DO MARANHÃO,MA,NOVA OLINDA DO MARANHÃO,MA
CENTRO NOVO DO MARANHÃO,MA,SÃO JOÃO DO CARÚ,MA
CENTRO NOVO DO MARANHÃO,MA,ZÉ DOCA,MA
CENTRO NOVO DO MARANHÃO,MA,CACHOEIRA DO PIRIÁ,PA
CENTRO NOVO DO MARANHÃO,MA,PARAGOMINAS,PA
CHAPADINHA,MA,CODÓ,MA
CHAPADINHA,MA,COELHO NETO,MA
CHAPADINHA,MA,MATA ROMA,MA
CHAPADINHA,MA,NINA RODRIGUES,MA
CHAPADINHA,MA,SÃO BENEDITO DO RIO PRETO,MA
CHAPADINHA,MA,TIMBIRAS,MA
CHAPADINHA,MA,URBANO SANTOS,MA
CHAPADINHA,MA,VARGEM GRANDE,MA
CIDELÂNDIA,MA,IMPERATRIZ,MA
CIDELÂNDIA,MA,SÃO FRANCISCO DO BREJÃO,MA
CIDELÂNDIA,MA,VILA NOVA DOS MARTÍRIOS,MA
CODÓ,MA,COROATÁ,MA
CODÓ,MA,DOM PEDRO,MA
CODÓ,MA,GONÇALVES DIAS,MA
CODÓ,MA,GOVERNADOR ARCHER,MA
CODÓ,MA,PERITORÓ,MA
CODÓ,MA,SANTO ANTÔNIO DOS LOPES,MA
CODÓ,MA,SÃO JOÃO DO SOTER,MA
CODÓ,MA,TIMBIRAS,MA
COELHO NETO,MA,DUQUE BACELAR,MA
COELHO NETO,MA,MIGUEL ALVES,PI
COLINAS,MA,FORTUNA,MA
COLINAS,MA,JATOBÁ,MA
COLINAS,MA,MIRADOR,MA
COLINAS,MA,PARAIBANO,MA
COLINAS,MA,PASSAGEM FRANCA,MA
COLINAS,MA,SÃO DOMINGOS DO MARANHÃO,MA
COLINAS,MA,SUCUPIRA DO NORTE,MA
COLINAS,MA,TUNTUM,MA
CONCEIÇÃO DO LAGO-AÇU,MA,LAGO VERDE,MA
CONCEIÇÃO DO LAGO-AÇU,MA,MATÕES DO NORTE,MA
CONCEIÇÃO DO LAGO-AÇU,MA,PIO XII,MA
CONCEIÇÃO DO LAGO-AÇU,MA,SÃO MATEUS DO MARANHÃO,MA
CONCEIÇÃO DO LAGO-AÇU,MA,VITÓRIA DO MEARIM,MA
COROATÁ,MA,PERITORÓ,MA
COROATÁ,MA,PIRAPEMAS,MA
COROATÁ,MA,SÃO MATEUS DO MARANHÃO,MA
COROATÁ,MA,TIMBIRAS,MA
COROATÁ,MA,VARGEM GRANDE,MA
CURURUPU,MA,MIRINZAL,MA
CURURUPU,MA,PORTO RICO DO MARANHÃO,MA
CURURUPU,MA,SERRANO DO MARANHÃO,MA
DAVINÓPOLIS,MA,GOVERNADOR EDISON LOBÃO,MA
DAVINÓPOLIS,MA,IMPERATRIZ,MA
DAVINÓPOLIS,MA,SENADOR LA ROCQUE,MA
DOM PEDRO,MA,GOVERNADOR ARCHER,MA
DOM PEDRO,MA,PRESIDENTE DUTRA,MA
DOM PEDRO,MA,SANTO ANTÔNIO DOS LOPES,MA
DOM PEDRO,MA,SÃO JOSÉ DOS BASÍLIOS,MA
ESPERANTINÓPOLIS,MA,JOSELÂNDIA,MA
ESPERANTINÓPOLIS,MA,LAGO DA PEDRA,MA
ESPERANTINÓPOLIS,MA,PEDREIRAS,MA
ESPERANTINÓPOLIS,MA,POÇÃO DE PEDRAS,MA
ESPERANTINÓPOLIS,MA,SÃO JOSÉ DOS BASÍLIOS,MA
ESPERANTINÓPOLIS,MA,SÃO ROBERTO,MA
ESTREITO,MA,PORTO FRANCO,MA
ESTREITO,MA,SÃO JOÃO DO PARAÍSO,MA
ESTREITO,MA,SÃO PEDRO DOS CRENTES,MA
ESTREITO,MA,DARCINÓPOLIS,TO
FEIRA NOVA DO MARANHÃO,MA,FORTALEZA DOS NOGUEIRAS,MA
FEIRA NOVA DO MARANHÃO,MA,NOVA COLINAS,MA
FEIRA NOVA DO MARANHÃO,MA,RIACHÃO,MA
FEIRA NOVA DO MARANHÃO,MA,SÃO PEDRO DOS CRENTES,MA
FERNANDO FALCÃO,MA,FORMOSA DA SERRA NEGRA,MA
FERNANDO FALCÃO,MA,GRAJAÚ,MA
FERNANDO FALCÃO,MA,MIRADOR,MA
FERNANDO FALCÃO,MA,TUNTUM,MA
FORMOSA DA SERRA NEGRA,MA,FORTALEZA DOS NOGUEIRAS,MA
FORMOSA DA SERRA NEGRA,MA,GRAJAÚ,MA
FORMOSA DA SERRA NEGRA,MA,MIRADOR,MA
FORMOSA DA SERRA NEGRA,MA,SÃO PEDRO DOS CRENTES,MA
FORMOSA DA SERRA NEGRA,MA,SÍTIO NOVO,MA
FORTALEZA DOS NOGUEIRAS,MA,MIRADOR,MA
FORTALEZA DOS NOGUEIRAS,MA,NOVA COLINAS,MA
FORTALEZA DOS NOGUEIRAS,MA,SÃO PEDRO DOS CRENTES,MA
FORTALEZA DOS NOGUEIRAS,MA,SÃO RAIMUNDO DAS MANGABEIRAS,MA
FORTUNA,MA,GOVERNADOR EUGÊNIO BARROS,MA
FORTUNA,MA,GOVERNADOR LUIZ ROCHA,MA
FORTUNA,MA,JATOBÁ,MA
FORTUNA,MA,PARNARAMA,MA
FORTUNA,MA,SÃO DOMINGOS DO MARANHÃO,MA
GODOFREDO VIANA,MA,LUÍS DOMINGUES,MA
GONÇALVES DIAS,MA,GOVERNADOR ARCHER,MA
GONÇALVES DIAS,MA,GOVERNADOR EUGÊNIO BARROS,MA
GONÇALVES DIAS,MA,GRAÇA ARANHA,MA
GONÇALVES DIAS,MA,PRESIDENTE DUTRA,MA
GONÇALVES DIAS,MA,SÃO JOÃO DO SOTER,MA
GONÇALVES DIAS,MA,SENADOR ALEXANDRE COSTA,MA
GOVERNADOR ARCHER,MA,PRESIDENTE DUTRA,MA
GOVERNADOR EDISON LOBÃO,MA,IMPERATRIZ,MA
GOVERNADOR EDISON LOBÃO,MA,MONTES ALTOS,MA
GOVERNADOR EDISON LOBÃO,MA,RIBAMAR FIQUENE,MA
GOVERNADOR EDISON LOBÃO,MA,ITAGUATINS,TO
GOVERNADOR EUGÊNIO BARROS,MA,GOVERNADOR LUIZ ROCHA,MA
GOVERNADOR EUGÊNIO BARROS,MA,GRAÇA ARANHA,MA
GOVERNADOR EUGÊNIO BARROS,MA,PARNARAMA,MA
GOVERNADOR EUGÊNIO BARROS,MA,SENADOR ALEXANDRE COSTA,MA
GOVERNADOR LUIZ ROCHA,MA,GRAÇA ARANHA,MA
GOVERNADOR LUIZ ROCHA,MA,SÃO DOMINGOS DO MARANHÃO,MA
GOVERNADOR NEWTON BELLO,MA,MONÇÃO,MA
GOVERNADOR NEWTON BELLO,MA,SÃO JOÃO DO CARÚ,MA
GOVERNADOR NEWTON BELLO,MA,ZÉ DOCA,MA
GOVERNADOR NUNES FREIRE,MA,MARACAÇUMÉ,MA
GOVERNADOR NUNES FREIRE,MA,MARANHÃOZINHO,MA
GOVERNADOR NUNES FREIRE,MA,PRESIDENTE MÉDICI,MA
GOVERNADOR NUNES FREIRE,MA,TURILÂNDIA,MA
GRAÇA ARANHA,MA,PRESIDENTE DUTRA,MA
GRAÇA ARANHA,MA,SÃO DOMINGOS DO MARANHÃO,MA
GRAJAÚ,MA,ITAIPAVA DO GRAJAÚ,MA
GRAJAÚ,MA,JENIPAPO DOS VIEIRAS,MA
GRAJAÚ,MA,SÍTIO NOVO,MA
GUIMARÃES,MA,MIRINZAL,MA
HUMBERTO DE CAMPOS,MA,ICATU,MA
HUMBERTO DE CAMPOS,MA,MORROS,MA
HUMBERTO DE CAMPOS,MA,PRIMEIRA CRUZ,MA
ICATU,MA,MORROS,MA
ICATU,MA,SÃO JOSÉ DE RIBAMAR,MA
IGARAPÉ DO MEIO,MA,MONÇÃO,MA
IGARAPÉ DO MEIO,MA,PIO XII,MA
IGARAPÉ DO MEIO,MA,VITÓRIA DO MEARIM,MA
IGARAPÉ GRANDE,MA,LAGO DO JUNCO,MA
IGARAPÉ GRANDE,MA,LAGO DOS RODRIGUES,MA
IGARAPÉ GRANDE,MA,POÇÃO DE PEDRAS,MA
IGARAPÉ GRANDE,MA,SÃO LUÍS GONZAGA DO MARANHÃO,MA
IGARAPÉ GRANDE,MA,TRIZIDELA DO VALE,MA
IMPERATRIZ,MA,JOÃO LISBOA,MA
IMPERATRIZ,MA,SÃO FRANCISCO DO BREJÃO,MA
IMPERATRIZ,MA,SENADOR LA ROCQUE,MA
IMPERATRIZ,MA,AUGUSTINÓPOLIS,TO
IMPERATRIZ,MA,PRAIA NORTE,TO
IMPERATRIZ,MA,SAMPAIO,TO
IMPERATRIZ,MA,SÃO MIGUEL DO TOCANTINS,TO
ITAIPAVA DO GRAJAÚ,MA,JENIPAPO DOS VIEIRAS,MA
ITAIPAVA DO GRAJAÚ,MA,LAGOA GRANDE DO MARANHÃO,MA
ITAIPAVA DO GRAJAÚ,MA,MARAJÁ DO SENA,MA
ITAPECURU MIRIM,MA,MIRANDA DO NORTE,MA
ITAPECURU MIRIM,MA,PRESIDENTE JUSCELINO,MA
ITAPECURU MIRIM,MA,PRESIDENTE VARGAS,MA
ITAPECURU MIRIM,MA,SANTA RITA,MA
ITAPECURU MIRIM,MA,VARGEM GRANDE,MA
ITINGA DO MARANHÃO,MA,DOM ELISEU,PA
ITINGA DO MARANHÃO,MA,ULIANÓPOLIS,PA
JATOBÁ,MA,SÃO DOMINGOS DO MARANHÃO,MA
JENIPAPO DOS VIEIRAS,MA,LAGOA GRANDE DO MARANHÃO,MA
JOÃO LISBOA,MA,SÃO FRANCISCO DO BREJÃO,MA
JOÃO LISBOA,MA,SENADOR LA ROCQUE,MA
JOSELÂNDIA,MA,PEDREIRAS,MA
JOSELÂNDIA,MA,SÃO JOSÉ DOS BASÍLIOS,MA
JOSELÂNDIA,MA,SÃO ROBERTO,MA
JOSELÂNDIA,MA,TUNTUM,MA
JUNCO DO MARANHÃO,MA,MARACAÇUMÉ,MA
JUNCO DO MARANHÃO,MA,CACHOEIRA DO PIRIÁ,PA
LAGO DA PEDRA,MA,LAGO DO JUNCO,MA
LAGO DA PEDRA,MA,LAGO DOS RODRIGUES,MA
LAGO DA PEDRA,MA,LAGOA GRANDE DO MARANHÃO,MA
LAGO DA PEDRA,MA,MARAJÁ DO SENA,MA
LAGO DA PEDRA,MA,PAULO RAMOS,MA
LAGO DA PEDRA,MA,POÇÃO DE PEDRAS,MA
LAGO DA PEDRA,MA,SÃO RAIMUNDO DO DOCA BEZERRA,MA
LAGO DA PEDRA,MA,SÃO ROBERTO,MA
LAGO DO JUNCO,MA,LAGO DOS RODRIGUES,MA
LAGO DO JUNCO,MA,SÃO LUÍS GONZAGA DO MARANHÃO,MA
LAGO DOS RODRIGUES,MA,POÇÃO DE PEDRAS,MA
LAGO VERDE,MA,OLHO D'ÁGUA DAS CUNHÃS,MA
LAGO VERDE,MA,PIO XII,MA
LAGO VERDE,MA,SÃO MATEUS DO MARANHÃO,MA
LAGOA DO MATO,MA,PARNARAMA,MA
LAGOA DO MATO,MA,PASSAGEM FRANCA,MA
LAGOA DO MATO,MA,SÃO FRANCISCO DO MARANHÃO,MA
LAGOA DO MATO,MA,SUCUPIRA DO RIACHÃO,MA
LAGOA GRANDE DO MARANHÃO,MA,MARAJÁ DO SENA,MA
LAGOA GRANDE DO MARANHÃO,MA,SÃO RAIMUNDO DO DOCA BEZERRA,MA
LAJEADO NOVO,MA,MONTES ALTOS,MA
LAJEADO NOVO,MA,PORTO FRANCO,MA
LAJEADO NOVO,MA,RIBAMAR FIQUENE,MA
LAJEADO NOVO,MA,SÃO JOÃO DO PARAÍSO,MA
LAJEADO NOVO,MA,SÍTIO NOVO,MA
LIMA CAMPOS,MA,PEDREIRAS,MA
LIMA CAMPOS,MA,PERITORÓ,MA
LIMA CAMPOS,MA,SANTO ANTÔNIO DOS LOPES,MA
LIMA CAMPOS,MA,SÃO LUÍS GONZAGA DO MARANHÃO,MA
LORETO,MA,MIRADOR,MA
LORETO,MA,SAMBAÍBA,MA
LORETO,MA,SÃO FÉLIX DE BALSAS,MA
LORETO,MA,RIBEIRO GONÇALVES,PI
MAGALHÃES DE ALMEIDA,MA,SÃO BERNARDO,MA
MAGALHÃES DE ALMEIDA,MA,JOAQUIM PIRES,PI
MAGALHÃES DE ALMEIDA,MA,MURICI DOS PORTELAS,PI
MARAJÁ DO SENA,MA,PAULO RAMOS,MA
MARAJÁ DO SENA,MA,SANTA LUZIA,MA
MARANHÃOZINHO,MA,NOVA OLINDA DO MARANHÃO,MA
MARANHÃOZINHO,MA,PRESIDENTE MÉDICI,MA
MARANHÃOZINHO,MA,SANTA LUZIA DO PARUÁ,MA
MATA ROMA,MA,URBANO SANTOS,MA
MATINHA,MA,OLINDA NOVA DO MARANHÃO,MA
MATINHA,MA,SÃO JOÃO BATISTA,MA
MATINHA,MA,VIANA,MA
MATÕES,MA,PARNARAMA,MA
MATÕES,MA,TIMON,MA
MATÕES,MA,PALMEIRAIS,PI
MATÕES DO NORTE,MA,MIRANDA DO NORTE,MA
MATÕES DO NORTE,MA,PIRAPEMAS,MA
MATÕES DO NORTE,MA,SÃO MATEUS DO MARANHÃO,MA
MILAGRES DO MARANHÃO,MA,SANTA QUITÉRIA DO MARANHÃO,MA
MIRADOR,MA,SAMBAÍBA,MA
MIRADOR,MA,SÃO DOMINGOS DO AZEITÃO,MA
MIRADOR,MA,SÃO FÉLIX DE BALSAS,MA
MIRADOR,MA,SÃO RAIMUNDO DAS MANGABEIRAS,MA
MIRADOR,MA,SUCUPIRA DO NORTE,MA
MIRADOR,MA,TUNTUM,MA
MIRINZAL,MA,PINHEIRO,MA
MIRINZAL,MA,PORTO RICO DO MARANHÃO,MA
MIRINZAL,MA,SERRANO DO MARANHÃO,MA
MONÇÃO,MA,PENALVA,MA
MONÇÃO,MA,PINDARÉ-MIRIM,MA
MONÇÃO,MA,SANTA INÊS,MA
MONÇÃO,MA,ZÉ DOCA,MA
MONTES ALTOS,MA,RIBAMAR FIQUENE,MA
MONTES ALTOS,MA,SÍTIO NOVO,MA
MORROS,MA,NINA RODRIGUES,MA
MORROS,MA,PRESIDENTE VARGAS,MA
MORROS,MA,SÃO BENEDITO DO RIO PRETO,MA
NINA RODRIGUES,MA,PRESIDENTE VARGAS,MA
NINA RODRIGUES,MA,SÃO BENEDITO DO RIO PRETO,MA
NINA RODRIGUES,MA,VARGEM GRANDE,MA
NOVA COLINAS,MA,RIACHÃO,MA
NOVA IORQUE,MA,PASTOS BONS,MA
NOVA IORQUE,MA,SÃO JOÃO DOS PATOS,MA
NOVA IORQUE,MA,PORTO ALEGRE DO PIAUÍ,PI
NOVA OLINDA DO MARANHÃO,MA,PEDRO DO ROSÁRIO,MA
NOVA OLINDA DO MARANHÃO,MA,SANTA HELENA,MA
NOVA OLINDA DO MARANHÃO,MA,SANTA LUZIA DO PARUÁ,MA
NOVA OLINDA DO MARANHÃO,MA,ZÉ DOCA,MA
OLHO D'ÁGUA DAS CUNHÃS,MA,PIO XII,MA
OLHO D'ÁGUA DAS CUNHÃS,MA,SATUBINHA,MA
OLHO D'ÁGUA DAS CUNHÃS,MA,VITORINO FREIRE,MA
OLINDA NOVA DO MARANHÃO,MA,SÃO JOÃO BATISTA,MA
OLINDA NOVA DO MARANHÃO,MA,SÃO VICENTE FERRER,MA
OLINDA NOVA DO MARANHÃO,MA,VIANA,MA
PAÇO DO LUMIAR,MA,RAPOSA,MA
PAÇO DO LUMIAR,MA,SÃO JOSÉ DE RIBAMAR,MA
PALMEIRÂNDIA,MA,PERI MIRIM,MA
PALMEIRÂNDIA,MA,PINHEIRO,MA
PALMEIRÂNDIA,MA,SÃO BENTO,MA
PARAIBANO,MA,PASSAGEM FRANCA,MA
PARAIBANO,MA,PASTOS BONS,MA
PARAIBANO,MA,SÃO JOÃO DOS PATOS,MA
PARAIBANO,MA,SUCUPIRA DO NORTE,MA
PARNARAMA,MA,SÃO FRANCISCO DO MARANHÃO,MA
PARNARAMA,MA,SENADOR ALEXANDRE COSTA,MA
PARNARAMA,MA,PALMEIRAIS,PI
PASSAGEM FRANCA,MA,SÃO JOÃO DOS PATOS,MA
PASSAGEM FRANCA,MA,SUCUPIRA DO RIACHÃO,MA
PASTOS BONS,MA,SÃO DOMINGOS DO AZEITÃO,MA
PASTOS BONS,MA,SÃO JOÃO DOS PATOS,MA
PASTOS BONS,MA,SUCUPIRA DO NORTE,MA
PAULINO NEVES,MA,SANTANA DO MARANHÃO,MA
PAULINO NEVES,MA,TUTÓIA,MA
PAULO RAMOS,MA,SANTA LUZIA,MA
PAULO RAMOS,MA,VITORINO FREIRE,MA
PEDREIRAS,MA,POÇÃO DE PEDRAS,MA
PEDREIRAS,MA,SANTO ANTÔNIO DOS LOPES,MA
PEDREIRAS,MA,SÃO JOSÉ DOS BASÍLIOS,MA
PEDREIRAS,MA,SÃO LUÍS GONZAGA DO MARANHÃO,MA
PEDREIRAS,MA,TRIZIDELA DO VALE,MA
PEDRO DO ROSÁRIO,MA,PENALVA,MA
PEDRO DO ROSÁRIO,MA,PINHEIRO,MA
PEDRO DO ROSÁRIO,MA,PRESIDENTE SARNEY,MA
PEDRO DO ROSÁRIO,MA,SANTA HELENA,MA
PEDRO DO ROSÁRIO,MA,SÃO BENTO,MA
PEDRO DO ROSÁRIO,MA,SÃO VICENTE FERRER,MA
PEDRO DO ROSÁRIO,MA,VIANA,MA
PEDRO DO ROSÁRIO,MA,ZÉ DOCA,MA
PENALVA,MA,VIANA,MA
PENALVA,MA,ZÉ DOCA,MA
PERI MIRIM,MA,PINHEIRO,MA
PERI MIRIM,MA,SÃO BENTO,MA
PERITORÓ,MA,SÃO LUÍS GONZAGA DO MARANHÃO,MA
PINDARÉ-MIRIM,MA,SANTA INÊS,MA
PINDARÉ-MIRIM,MA,TUFILÂNDIA,MA
PINHEIRO,MA,PRESIDENTE SARNEY,MA
PINHEIRO,MA,SANTA HELENA,MA
PINHEIRO,MA,SÃO BENTO,MA
PINHEIRO,MA,SERRANO DO MARANHÃO,MA
PIO XII,MA,SATUBINHA,MA
PIO XII,MA,VITÓRIA DO MEARIM,MA
PIRAPEMAS,MA,SÃO MATEUS DO MARANHÃO,MA
PIRAPEMAS,MA,VARGEM GRANDE,MA
PORTO FRANCO,MA,SÃO JOÃO DO PARAÍSO,MA
PRESIDENTE DUTRA,MA,SANTA FILOMENA DO MARANHÃO,MA
PRESIDENTE DUTRA,MA,SÃO DOMINGOS DO MARANHÃO,MA
PRESIDENTE DUTRA,MA,SÃO JOSÉ DOS BASÍLIOS,MA
PRESIDENTE DUTRA,MA,TUNTUM,MA
PRESIDENTE JUSCELINO,MA,PRESIDENTE VARGAS,MA
PRESIDENTE JUSCELINO,MA,ROSÁRIO,MA
PRESIDENTE JUSCELINO,MA,SANTA RITA,MA
PRESIDENTE MÉDICI,MA,SANTA HELENA,MA
PRESIDENTE MÉDICI,MA,SANTA LUZIA DO PARUÁ,MA
PRESIDENTE MÉDICI,MA,TURILÂNDIA,MA
PRESIDENTE SARNEY,MA,SANTA HELENA,MA
PRESIDENTE VARGAS,MA,VARGEM GRANDE,MA
PRIMEIRA CRUZ,MA,SANTO AMARO DO MARANHÃO,MA
PRIMEIRA CRUZ,MA,URBANO SANTOS,MA
RIACHÃO,MA,CAMPOS LINDOS,TO
ROSÁRIO,MA,SANTA RITA,MA
ROSÁRIO,MA,SÃO JOSÉ DE RIBAMAR,MA
ROSÁRIO,MA,SÃO LUÍS,MA
SAMBAÍBA,MA,SÃO RAIMUNDO DAS MANGABEIRAS,MA
SAMBAÍBA,MA,TASSO FRAGOSO,MA
SAMBAÍBA,MA,RIBEIRO GONÇALVES,PI
SANTA FILOMENA DO MARANHÃO,MA,SÃO DOMINGOS DO MARANHÃO,MA
SANTA FILOMENA DO MARANHÃO,MA,TUNTUM,MA
SANTA HELENA,MA,SANTA LUZIA DO PARUÁ,MA
SANTA HELENA,MA,SERRANO DO MARANHÃO,MA
SANTA HELENA,MA,TURILÂNDIA,MA
SANTA INÊS,MA,SANTA LUZIA,MA
SANTA INÊS,MA,SATUBINHA,MA
SANTA INÊS,MA,TUFILÂNDIA,MA
SANTA INÊS,MA,VITORINO FREIRE,MA
SANTA LUZIA,MA,TUFILÂNDIA,MA
SANTA QUITÉRIA DO MARANHÃO,MA,SANTANA DO MARANHÃO,MA
SANTA QUITÉRIA DO MARANHÃO,MA,SÃO BERNARDO,MA
SANTA QUITÉRIA DO MARANHÃO,MA,URBANO SANTOS,MA
SANTANA DO MARANHÃO,MA,SÃO BERNARDO,MA
SANTANA DO MARANHÃO,MA,TUTÓIA,MA
SANTO ANTÔNIO DOS LOPES,MA,SÃO JOSÉ DOS BASÍLIOS,MA
SÃO BENEDITO DO RIO PRETO,MA,URBANO SANTOS,MA
SÃO BENEDITO DO RIO PRETO,MA,VARGEM GRANDE,MA
SÃO BENTO,MA,SÃO VICENTE FERRER,MA
SÃO BERNARDO,MA,TUTÓIA,MA
SÃO BERNARDO,MA,LUZILÂNDIA,PI
SÃO DOMINGOS DO AZEITÃO,MA,SÃO FÉLIX DE BALSAS,MA
SÃO DOMINGOS DO AZEITÃO,MA,SUCUPIRA DO NORTE,MA
SÃO DOMINGOS DO MARANHÃO,MA,TUNTUM,MA
SÃO FÉLIX DE BALSAS,MA,RIBEIRO GONÇALVES,PI
SÃO FRANCISCO DO MARANHÃO,MA,SUCUPIRA DO RIACHÃO,MA
SÃO FRANCISCO DO MARANHÃO,MA,AMARANTE,PI
SÃO FRANCISCO DO MARANHÃO,MA,PALMEIRAIS,PI
SÃO JOÃO BATISTA,MA,SÃO VICENTE FERRER,MA
SÃO JOÃO BATISTA,MA,VIANA,MA
SÃO JOÃO DO CARÚ,MA,ZÉ DOCA,MA
SÃO JOÃO DO PARAÍSO,MA,SÃO PEDRO DOS CRENTES,MA
SÃO JOÃO DO PARAÍSO,MA,SÍTIO NOVO,MA
SÃO JOÃO DO SOTER,MA,SENADOR ALEXANDRE COSTA,MA
SÃO JOÃO DOS PATOS,MA,SUCUPIRA DO RIACHÃO,MA
SÃO JOÃO DOS PATOS,MA,GUADALUPE,PI
SÃO JOSÉ DE RIBAMAR,MA,SÃO LUÍS,MA
SÃO JOSÉ DOS BASÍLIOS,MA,TUNTUM,MA
SÃO LUÍS GONZAGA DO MARANHÃO,MA,TRIZIDELA DO VALE,MA
SÃO PEDRO DA ÁGUA BRANCA,MA,VILA NOVA DOS MARTÍRIOS,MA
SÃO PEDRO DA ÁGUA BRANCA,MA,BOM JESUS DO TOCANTINS,PA
SÃO PEDRO DA ÁGUA BRANCA,MA,SÃO JOÃO DO ARAGUAIA,PA
SÃO PEDRO DA ÁGUA BRANCA,MA,ESPERANTINA,TO
SÃO PEDRO DA ÁGUA BRANCA,MA,SÃO SEBASTIÃO DO TOCANTINS,TO
SÃO PEDRO DOS CRENTES,MA,SÍTIO NOVO,MA
SÃO RAIMUNDO DO DOCA BEZERRA,MA,SÃO ROBERTO,MA
SÃO VICENTE FERRER,MA,VIANA,MA
SATUBINHA,MA,VITORINO FREIRE,MA
SERRANO DO MARANHÃO,MA,TURILÂNDIA,MA
TASSO FRAGOSO,MA,RIBEIRO GONÇALVES,PI
TASSO FRAGOSO,MA,SANTA FILOMENA,PI
TIMBIRAS,MA,VARGEM GRANDE,MA
TIMON,MA,NAZÁRIA,PI
TIMON,MA,TERESINA,PI
TURIAÇU,MA,TURILÂNDIA,MA
ABADIA DOS DOURADOS,MG,COROMANDEL,MG
ABADIA DOS DOURADOS,MG,DOURADOQUARA,MG
ABADIA DOS DOURADOS,MG,MONTE CARMELO,MG
ABAETÉ,MG,CEDRO DO ABAETÉ,MG
ABAETÉ,MG,MARTINHO CAMPOS,MG
ABAETÉ,MG,PAINEIRAS,MG
ABAETÉ,MG,POMPÉU,MG
ABAETÉ,MG,QUARTEL GERAL,MG
ABRE CAMPO,MG,CAPUTIRA,MG
ABRE CAMPO,MG,JEQUERI,MG
ABRE CAMPO,MG,MATIPÓ,MG
ABRE CAMPO,MG,PEDRA BONITA,MG
ABRE CAMPO,MG,RAUL SOARES,MG
